"id","question_text","category","difficulty","expected_answer","created_at","skills","question_type","source","embedding"
428,"Which Is the Preferred Method for Removing a Container: Using the ""docker stop"" Command Followed By the ""docker rm"" Command, or Simply Using the ""docker rm"" Command By Itself?",Docker,Intermediate,"The recommend approach for the container removal is to use the combined ""docker sto p"" and ""docker rm"" commands, as it makes sure a safely stopping of the container before removing it. This two-step process will helpful in avoiding potential issues related to the active processes within the container. However, if you are sure about that the container is not running, then you can go for using the ""docker rm"" command alone to remove it.",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
427,How Does Docker Handle Service Discovery in Swarm Mode?,Technical,Intermediate,"In Docker Swarm Mode, service discovery is automatically handled through maintaining an internal DNS service that automatically assigns DNS names to the containers on enabling easy service discovery within the swarm.",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
630,What is an Object?,Python,Intermediate,"An object is an instance of a class. Data members and methods of a class cannot be used directly. We need to create an object (or instance) of the class to use them. In simple terms, they are the actual world entities that have a state and behaviour. C++ #include <iostream> using namespace std ; // defining class class Student { public : string name ; }; int main () { // creating object Student student1 ; // assigning member some value student1 . name = ""Rahul"" ; cout << ""student1.name: "" << student1 . name ; return 0 ; } Java // class definition class Student { String name ; } class GfG { public static void main ( String args [] ) { // creating an object Student student1 = new Student (); // assigning member some value student1 . name = ""Rahul"" ; System . out . println ( ""student1.name: "" + student1 . name ); } } Python # class definition class Student : name = """" # creating object student1 = Student () student1 . name = ""Rahul"" ; print ( ""student1.name: "" + student1 . name ); C# using System ; // defining class public class Student { public string name ; } public class GFG { static public void Main () { // creating object Student student1 = new Student (); student1 . name = ""Rahul"" ; Console . WriteLine ( ""student1.name: "" + student1 . name ); } } Output student1.name: Rahul",2026-06-16 12:45:40.229,{Python},Technical,gfg,
632,What is Encapsulation?,Python,Intermediate,"Encapsulation is the binding of data and methods that manipulate them into a single unit such that the sensitive data is hidden from the users It is implemented as the processes mentioned below: Data hiding: A language feature to restrict access to members of an object. For example, private and protected members in C++. Bundling of data and methods together: Data and methods that operate on that data are bundled together. For example, the data members and member methods that operate on them are wrapped into a single unit known as a class.",2026-06-16 12:45:40.229,{Python},Technical,gfg,
633,What is Abstraction?,Python,Intermediate,Abstraction is similar to data encapsulation and is very important in OOP. It means showing only the necessary information and hiding the other irrelevant information from the user. Abstraction is implemented using classes and interfaces.,2026-06-16 12:45:40.229,{Python},Technical,gfg,
609,How would you investigate a sudden increase in AWS costs and reduce expenses?,AWS,Intermediate,"To investigate an unexpected AWS cost spike and recommend savings, follow these steps Check the AWS Billing Dashboard to identify which service or region caused the spike. Use AWS Cost Explorer to analyze costs by service, usage type, and region. Review EC2, S3, and data transfer usage for unusual activity or idle resources. Use CloudTrail to identify recently created or modified resources. Remove unused resources and right-size overprovisioned instances. Use Savings Plans, Reserved Instances, S3 lifecycle policies, and Spot Instances for long-term cost optimization.",2026-06-16 12:45:40.229,{AWS},Technical,gfg,
436,How does Kubernetes handle container scaling?,Kubernetes,Intermediate,"To automatically scale the workload to match demand, a Horizontal Pod Autoscaling in Kubernetes updates a workload resource (such a deployment or stateful set). The Horizontal Pod Autoscaler (HPA) automatically scales the number of Pod replicas in a Deployment, ReplicaSet, or StatefulSet based on observed metrics, such as CPU utilization or custom metrics. It increases the number of Pods to handle increased load and decreases them when the load subsides, optimizing resource usage. apiVersion: autoscaling/v2beta2 kind: HorizontalPodAutoscaler metadata: name: my-hpa spec: scaleTargetRef: apiVersion: apps/v1 kind: Deployment # or StatefulSet, or ReplicaSet, depending on your workload name: my-deployment minReplicas: 3 maxReplicas: 5 metrics: - type: Resource resource: name: cpu target: type: Utilization averageUtilization: 65",2026-06-16 12:45:40.229,"{Kubernetes,""Horizontal Pod Autoscaler""}",Technical,gfg,
462,How do you search for a word recursively in multiple files?,Technical,Intermediate,"grep -Ri ""error"" /var/log/ This helps in system-wide troubleshooting when the error source is unknown.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
613,How would you troubleshoot Lambda timeouts when connected to RDS inside a VPC?,AWS Lambda and RDS,Intermediate,"Check CloudWatch Logs and AWS X-Ray to identify where the timeout occurs. Analyze Lambda cold starts and enable Provisioned Concurrency if needed. Check database connection limits and use RDS Proxy for connection pooling. Monitor RDS performance metrics like CPU, memory, and active connections. Verify VPC networking, route tables, Security Groups, and NACLs allow Lambda-to-RDS communication. Perform load testing after fixes and continue monitoring for stability.",2026-06-16 12:45:40.229,"{""AWS Lambda"",""Amazon RDS""}",Technical,gfg,
614,"What AWS services would you use to ingest, process, and analyze real-time IoT sensor data?",IoT Data Processing,Intermediate,"Data Ingestion - Amazon Kinesis Data Streams: Collect high-velocity data with guaranteed durability and ordering, handling massive concurrent producers. Real-Time Processing: AWS Lambda: Event-driven processing for lightweight tasks like filtering, enrichment, format conversion, and alerting; integrates with SNS for notifications. Amazon Kinesis Data Analytics: Run continuous SQL queries for time-series analysis, aggregations, and anomaly detection without managing infrastructure. Durable Storage - Amazon S3: Store raw and processed data in a scalable, durable, and cost-effective data lake for long-term retention and analytics. Ad-Hoc Analytics Amazon Athena: Query S3 data directly using SQL, or optionally load structured data into Amazon Redshift for high-performance analytics and BI. Optional Enhancements: Secure data flow with IAM roles, KMS encryption, and VPC endpoints; monitor using CloudWatch and X-Ray; manage metadata and ETL with AWS Glue.",2026-06-16 12:45:40.229,"{""AWS Kinesis"",""AWS Lambda"",""AWS S3"",""Amazon Athena""}",Technical,gfg,
615,How would you design a zero-trust networking environment on AWS for microservices running on EKS?,EKS and Zero Trust Networking,Advanced,"To design a zero-trust networking environment for microservices on EKS Strong identity (IRSA): Give each microservice its own least-privilege IAM role; avoid node-level roles. Micro-segmentation: Default deny-all NetworkPolicy; add narrow allows (e.g., orders → payments). Encrypted comms: Use a service mesh (Istio/Linkerd/App Mesh) with mTLS and identity-based access. Ingress/Egress control: ALB Ingress + TLS + WAF; outbound via NAT/VPC Endpoints with strict egress policies.",2026-06-16 12:45:40.229,"{""Elastic Kubernetes Service (EKS)"",""AWS IAM"",""Service Meshes""}",Technical,gfg,
616,Your company has a critical application with a Recovery Time Objective (RTO) of 15 minutes and a Recovery Point Objective (RPO) of 1 minute. The application runs in a single AWS Region. What disaster recovery (DR) strategy would you recommend to meet these requirements in case of a full region failure?,Disaster Recovery,Intermediate,"To meet a 15-minute RTO and 1-minute RPO for a critical application, a Warm Standby disaster recovery strategy is recommended. Maintain a scaled-down but fully functional environment in a secondary AWS Region. Continuously replicate data using Aurora Global Database, DynamoDB Global Tables, or S3 Cross-Region Replication (CRR). Use Route 53 health checks for automatic failover between regions. In case of regional failure, route traffic to the DR region and scale the Auto Scaling Group to full capacity. This approach provides fast recovery with lower cost than a full Active/Active setup.",2026-06-16 12:45:40.229,"{""AWS CloudFormation"",""AWS S3""}",Technical,gfg,
617,An EC2 instance is unable to access objects stored in an Amazon S3 bucket. How would you troubleshoot and resolve the issue?,IAM and Access Control,Intermediate,"To troubleshoot this issue, we would follow a systematic approach: Verify IAM Permissions: Check that the EC2 instance has an IAM role attached with the required S3 permissions such as s3:GetObject and s3:ListBucket . Review Bucket Policies: Ensure the S3 bucket policy allows access and does not contain any explicit deny statements. Check Encryption Settings: If the bucket uses AWS KMS encryption, verify that the IAM role has permission to use the KMS key. Validate Network Connectivity: Confirm that the instance can reach S3 through an Internet Gateway, NAT Gateway, or S3 VPC Endpoint. Test Access: Use AWS CLI commands such as aws s3 ls or aws s3 cp and review any error messages. Analyze Logs: Review CloudTrail and CloudWatch logs to identify permission, networking, or encryption-related issues.",2026-06-16 12:45:40.229,"{""AWS IAM"",S3}",Technical,gfg,
618,An Auto Scaling Group is not launching new EC2 instances even though CPU utilization is above the scaling threshold. How would you troubleshoot the issue?,Auto Scaling,Advanced,"To troubleshoot this issue, we would verify each component involved in the Auto Scaling process. Check whether the CloudWatch alarm is in the ALARM state. Verify that the scaling policy is correctly attached to the Auto Scaling Group. Ensure the Auto Scaling Group has not reached its maximum capacity. Review the launch template for configuration errors. Check the Auto Scaling activity history for any launch failures.",2026-06-16 12:45:40.229,"{""Amazon CloudWatch"",""AWS Auto Scaling""}",Technical,gfg,
619,An AWS Region becomes unavailable. How would you ensure your application continues serving users with minimal downtime?,Multi-Region DR,Intermediate,"To ensure business continuity during a regional outage, we would use a multi-region disaster recovery strategy. Deploy the application in a secondary AWS Region. Replicate data using services such as Aurora Global Database, DynamoDB Global Tables, or S3 Cross-Region Replication. Use Route 53 health checks and failover routing to automatically redirect traffic to the healthy region. Keep infrastructure synchronized using CloudFormation or Infrastructure as Code (IaC). Monitor both regions using CloudWatch and regularly test failover procedures.",2026-06-16 12:45:40.229,"{Route53,""Aurora Global Database""}",Technical,gfg,
620,Your application stores sensitive credentials such as API keys and database passwords. How would you securely manage and rotate these secrets in AWS?,AWS Secrets Manager,Intermediate,"To securely manage sensitive credentials, we would use AWS Secrets Manager. Store API keys, database passwords, and other secrets in AWS Secrets Manager instead of hardcoding them in the application. Use IAM roles and policies to control access to secrets. Enable automatic secret rotation for supported databases. Encrypt secrets using AWS KMS. Retrieve secrets dynamically at runtime rather than storing them in configuration files. Monitor secret access using CloudTrail and CloudWatch.",2026-06-16 12:45:40.229,"{""AWS IAM"",""AWS Secrets Manager""}",Technical,gfg,
621,"An application generates and stores millions of files each day. How would you design the AWS storage architecture to ensure scalability, durability, and cost optimization?",Scalable Storage Architecture,Advanced,"To design a scalable, durable, and cost-effective storage solution, we would use Amazon S3 as the primary storage service. Architecture Components Amazon S3: Store files with virtually unlimited scalability and 99.999999999% durability. S3 Intelligent-Tiering: Automatically move files between storage tiers based on access patterns. S3 Lifecycle Policies: Transition older files to Glacier storage classes for long-term archival at lower cost. Amazon CloudFront: Cache and deliver frequently accessed files with low latency. S3 Versioning: Protect against accidental deletion or overwrites. Cross-Region Replication (CRR): Replicate critical data to another AWS Region for disaster recovery. CloudWatch and Cost Explorer: Monitor storage usage, performance, and costs.",2026-06-16 12:45:40.229,"{""Amazon S3"",""S3 Intelligent-Tiering"",CloudFront}",Technical,gfg,
622,A microservices-based application running on EKS is experiencing communication failures between services. How would you troubleshoot the issue?,Microservices Communication,Intermediate,"To troubleshoot communication failures between microservices on EKS, we would systematically verify networking, service discovery, and application configurations. Troubleshooting Steps Check the health and status of pods using kubectl get pods . Verify Kubernetes Services and Endpoints are correctly configured. Test DNS resolution using CoreDNS to ensure services can discover each other. Review Network Policies to confirm traffic between services is allowed. Check Security Groups and VPC networking settings for connectivity issues. Examine application and container logs for errors or timeouts. Use CloudWatch and service mesh tools (if configured) to trace requests and identify failures.",2026-06-16 12:45:40.229,"{""AWS Kubernetes"",""AWS CloudWatch""}",Technical,gfg,
625,What other paradigms of programming exist besides OOPs?,Python,Intermediate,"The programming paradigm is referred to the technique or approach of writing a program. The programming paradigms can be classified into the following types: Programming Paradigms 1. Imperative Programming Paradigm It is a programming paradigm that works by changing the program state through assignment statements. The main focus in this paradigm is on how to achieve the goal. The following programming paradigms come under this category: Procedural Programming Paradigm : This programming paradigm is based on the procedure call concept. Procedures, also known as routines or functions are the basic building blocks of a program in this paradigm. Object-Oriented Programming or OOP : In this paradigm, we visualize every entity as an object and try to structure the program based on the state and behavior of that object. Parallel Programming : The parallel programming paradigm is the processing of instructions by dividing them into multiple smaller parts and executing them concurrently. 2. Declarative Programming Paradigm Declarative programming focuses on what is to be executed rather than how it should be executed. In this paradigm, we express the logic of a computation without considering its control flow. The declarative paradigm can be further classified into: Logical Programming Paradigm : It is based on formal logic where the program statements express the facts and rules about the problem in the logical form. Functional Programming Paradigm : Programs are created by applying and composing functions in this paradigm. Database Programming Paradigm : To manage data and information organized as fields, records, and files, database programming models are utilized.",2026-06-16 12:45:40.229,{Python},Technical,gfg,
626,What is the difference between Structured Programming and Object-Oriented Programming?,Python,Intermediate,"Structured Programming is a technique that is considered a precursor to OOP and usually consists of well-structured and separated modules. It is a subset of procedural programming. The difference between OOPs and Structured Programming is as follows: Object-Oriented Programming Structural Programming Programming that is object-oriented is built on objects having a state and behavior. A program's logical structure is provided by structural programming, which divides programs into their corresponding functions. It follows a bottom-to-top approach. It follows a Top-to-Down approach. Restricts the open flow of data to authorized parts only providing better data security. No restriction to the flow of data. Anyone can access the data. Enhanced code reusability due to the concepts of polymorphism and inheritance. Code reusability is achieved by using functions and loops. Methods work dynamically, making calls based on object behavior and the need of the code at runtime. Functions are called sequentially, and code lines are processed step by step. Modifying and updating the code is easier. Modifying the code is difficult as compared to OOPs. Data is given more importance in OOPs. Code is given more importance.",2026-06-16 12:45:40.229,{Python},Technical,gfg,
627,What are some commonly used Object-Oriented Programming Languages?,Python,Intermediate,OOPs paradigm is one of the most popular programming paradigms. It is widely used in many popular programming languages such as: C++ Java Python JavaScript C# Ruby,2026-06-16 12:45:40.229,{Python},Technical,gfg,
458,How do you list all files including hidden files?,Linux,Intermediate,ls -la Hidden files usually store application or user configuration and begin with a dot (.).,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
459,How do you view a large file efficiently?,Linux,Intermediate,"Instead of opening the entire file, use: less filename for paginated viewing head or tail to view specific sections This avoids performance issues with large logs.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
490,How do you extend a logical volume and filesystem?,Linux,Intermediate,Typical steps include: Extend the volume using lvextend Resize the filesystem using resize2fs (ext4) or xfs_growfs (XFS) Most modern filesystems support online resizing.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
491,A server disk usage suddenly increased. How do you investigate?,Linux,Intermediate,Identify the affected filesystem using df -h Locate large files using du -sh * or ncdu Check log growth and application dumps,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
492,How do you manage and control services in systemd?,Linux,Intermediate,Systemd services are managed using systemctl: start / stop / restart services enable or disable at boot Systemd also supports dependency and restart policies.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
493,How do you check which process is using a specific port?,Linux,Easy,ss -tulpn | grep PORT This helps identify conflicts when services fail to start.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
494,How do you configure a firewall on Linux?,Linux,Intermediate,Firewall configuration varies by Linux distribution: Ubuntu uses ufw for simplified firewall management RHEL/CentOS uses firewalld for zone-based firewall rules Example: ufw allow 22 firewall-cmd --add-service=http --permanent Firewalls are used to restrict unauthorized access and protect services.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
495,A service is running but users cannot access it. What do you check?,Linux,Intermediate,Port listening status Firewall rules SELinux enforcement Application configuration,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
496,What is SELinux and how do you check its status?,Linux,Intermediate,SELinux enforces mandatory access control policies. Check status using getenforce or sestatus.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
497,How do you temporarily and permanently change kernel parameters?,Linux,Intermediate,Temporary: sysctl -w parameter=value Permanent: add entry in /etc/sysctl.conf or /etc/sysctl.d/ Kernel tuning is common in performance optimization.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
480,A web service is not accessible. What do you verify first?,Linux,Intermediate,Check whether the service is running Confirm the service is listening on the expected port Verify firewall rules are not blocking traffic This helps quickly isolate the root cause.,2026-06-16 12:45:40.229,{Troubleshooting},Technical,gfg,
481,What is a symbolic link and why is it commonly used?,Linux,Beginner,"A symbolic link is a pointer to another file or directory. It is commonly used to manage file paths, versioned directories, and application configurations without changing the actual files.",2026-06-16 12:45:40.229,"{""Basic Linux Commands""}",Technical,gfg,
482,How do you create a symbolic link in Linux?,Linux,Intermediate,You create a symbolic link using: ln -s source target This allows multiple references to the same file or directory.,2026-06-16 12:45:40.229,"{""Linux Commands"",""Symbolic Links""}",Technical,gfg,
483,How do you view system and application logs in Linux?,Linux,Intermediate,Logs are typically located under /var/log and can be viewed using: less for file-based logs journalctl for systemd-based logs Logs are essential for troubleshooting system issues.,2026-06-16 12:45:40.229,"{""Logs in Linux""}",Technical,gfg,
484,How do you view logs for a specific service?,Linux,Intermediate,"Use: journalctl -u servicename This command displays logs related only to the specified service, making debugging easier.",2026-06-16 12:45:40.229,"{""Logging Commands"",""Systemd Journal""}",Technical,gfg,
485,How do you check which ports are open and listening on a system?,Linux,Intermediate,Run: ss -tulpn This command shows active listening ports along with the associated services and process IDs.,2026-06-16 12:45:40.229,"{""Network and Security""}",Technical,gfg,
486,A service is running but still not accessible. What checks do you perform?,Linux,Intermediate,Verify the service is listening on the correct port Check firewall and SELinux/AppArmor rules Validate service configuration files These checks help identify access or security-related issues.,2026-06-16 12:45:40.229,"{""Service Management"",Troubleshooting}",Technical,gfg,
488,How do you permanently mount a filesystem?,Linux,Intermediate,"Persistent mounts are defined in /etc/fstab. After adding the entry, always verify it using: mount -a This helps avoid boot-time failures.",2026-06-16 12:45:40.229,"{""Mounting in Linux"",Fstab}",Technical,gfg,
399,"How to Start, Stop, and Kill a Container?",Docker,Intermediate,"In Docker to start , stop and kill a container we using start , stop and kill options on association with the docker command , the usage is given below. To start the docker container use this command: docker start < container_name > To stop the docker container use this command: docker stop < container_name > To kill the docker container use this command: docker kill < container_name >",2026-06-16 12:45:40.229,"{""Understanding of Docker Commands""}",Technical,gfg,
400,Can You Tell the Difference Between CMD and ENTRYPOINT?,Docker,Intermediate,"CMD vs ENTRYPOINT CMD is used for setting default commands and arguments that will be executed at the start of runtime of the containers. It is oftenly overridden by providing command-line arguments during container startup. ENTRYPOINT configures a container to run as an executable, defining the command that has to be executed when the container starts. It is more strict than CMD and is oftenly used when the container should have to behave like an executable. Know more about CMD vs ENTRYPOINT .",2026-06-16 12:45:40.229,"{""Understanding of CMD and ENTRYPOINT in Docker""}",Technical,gfg,
501,How do you configure passwordless SSH access?,Linux,Intermediate,Generate keys using ssh-keygen Copy the public key to the server using ssh-copy-id This improves security and automation.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
511,How do you troubleshoot DNS resolution issues?,Linux,Intermediate,Check /etc/resolv.conf Use dig or nslookup Verify network and firewall rules,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
512,What is /proc filesystem used for?,Linux,Intermediate,/proc is a virtual filesystem that provides kernel and process information. It is commonly used for monitoring and tuning.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
513,How do you limit resource usage for a user or process?,Linux,Advanced,Resource limits can be set using: ulimit /etc/security/limits.conf systemd service limits,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
514,A system rebooted unexpectedly. How do you investigate?,Linux,Intermediate,Check previous boot logs using journalctl -b -1 Review system logs and hardware messages,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
515,How do you check which files are consuming the most space?,Linux,Intermediate,du -sh * | sort -h This helps quickly locate disk space issues.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
516,How do you ensure changes are not lost after reboot?,Linux,Advanced,Persist configurations in proper config files Enable services at boot Avoid temporary runtime-only changes,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
517,How do you design a highly available Linux-based application stack?,Linux,Advanced,"A highly available stack is designed by removing single points of failure at every layer. This typically includes load balancers, multiple application nodes, replicated databases, health checks, and automated failover to ensure continuous service availability.",2026-06-16 12:45:40.229,{Linux},System Design,gfg,
518,A production server suddenly becomes unreachable. What is your troubleshooting approach?,Linux,Intermediate,"Firstly follow a layered approach, starting from the lowest level: Verify network connectivity (ping, routing, firewall rules) Check whether services are running and accessible Inspect system resources (CPU, memory, disk) Review recent configuration changes or deployments This approach helps isolate the issue quickly without assumptions.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
521,How do you investigate kernel panic issues?,Linux,Intermediate,"Kernel panic investigation involves collecting and analyzing crash data: Enable and collect dumps using kdump Review kernel logs and dmesg Analyze the crash dump using the crash utility This helps identify hardware issues, driver bugs, or kernel-level failures.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
522,How do you tune Linux for high network throughput?,Linux,Intermediate,"Network tuning includes adjusting TCP buffers, connection limits, and kernel networking parameters. All changes must be tested under realistic load conditions to ensure performance gains without introducing instability.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
523,How do you manage Linux systems at scale?,Linux,Advanced,"At scale, manual configuration does not work. Systems are managed using configuration management tools, Infrastructure as Code, and standardized base images to ensure consistency and reduce configuration drift.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
524,How do you identify and fix configuration drift?,Linux,Intermediate,Configuration drift is detected by comparing the actual system state with the desired state defined in automation tools. It is fixed and prevented through continuous enforcement using configuration management and immutable infrastructure practices.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
525,A service works after restart but fails again later. How do you debug this?,Linux,Advanced,This usually indicates a recurring underlying issue rather than a one-time failure: Memory leaks or resource exhaustion Unstable dependencies Gradual performance degradation Long-term monitoring and trend analysis are essential to identify the root cause.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
499,How do you copy files securely between servers?,File Transfer,Intermediate,scp file user@server:/path or rsync -avz source/ user@server:/dest/ rsync is preferred for large or repeated transfers.,2026-06-16 12:45:40.229,"{rsync,scp}",Technical,gfg,
137,What is the purpose of the UNIQUE constraint?,SQL,Intermediate,The UNIQUE constraint ensures that all values in a column (or combination of columns) are distinct. This prevents duplicate values and helps maintain data integrity.,2026-06-16 12:45:40.229,{SQL},Technical,gfg,
531,A process is consuming high CPU continuously. How do you handle it?,System Monitoring and Troubleshooting,Intermediate,"I identify the process using: top Then I check whether it is expected behavior. If not, I investigate logs or dependencies before restarting or limiting the process.",2026-06-16 12:45:40.229,{Troubleshooting},Technical,gfg,
532,A cron job is not running as expected. What do you check?,Linux Administration,Intermediate,I verify: Cron service status Script permissions Use of absolute paths inside the script Cron logs for errors Most failures are due to environment differences in cron.,2026-06-16 12:45:40.229,"{""Cron Jobs"",Monitoring}",Technical,gfg,
533,SSH login suddenly stops working for users. How do you troubleshoot?,Linux System Management,Intermediate,I check: SSH service status Firewall rules on port 22 Authentication logs (/var/log/auth.log or journalctl) Disk space (SSH can fail if disk is full),2026-06-16 12:45:40.229,"{SSH,Firewall,Logs}",Technical,gfg,
534,A filesystem needs to be expanded without downtime. What do you do?,Filesystem Administration,Intermediate,"If LVM is used, I extend the logical volume and then resize the filesystem online. This allows expansion without unmounting or impacting running services.",2026-06-16 12:45:40.229,"{LVM,""Linux Tools""}",Technical,gfg,
541,How do you reduce blast radius during failures?,Technical,Intermediate,"Blast radius is reduced by isolating services, deploying changes progressively, and containing failures to the smallest possible scope. This prevents localized issues from becoming system-wide outages.",2026-06-16 12:45:40.229,"{""Problem Solving""}",Technical,gfg,
542,How do you manage on-call responsibilities effectively?,Technical,Intermediate,"Effective on-call management includes clear escalation paths, well-documented runbooks, and post-incident reviews. The goal is fast resolution and continuous improvement, not burnout.",2026-06-16 12:45:40.229,"{""Project Management""}",Technical,gfg,
543,How do you investigate suspected security breaches?,Technical,Advanced,"Security incidents are handled by isolating affected systems, analyzing logs and forensic data, rotating credentials, and patching vulnerabilities. Systems are often rebuilt rather than patched in place.",2026-06-16 12:45:40.229,{Security},Technical,gfg,
544,"How do you balance performance, cost, and reliability?",Technical,Intermediate,"This balance is achieved through right-sizing resources, autoscaling where possible, and continuous monitoring. Decisions are driven by data rather than assumptions.",2026-06-16 12:45:40.229,"{""Resource Management""}",Technical,gfg,
545,How do you mentor junior Linux engineers?,Technical,Advanced,"Mentorship includes reviewing configurations, sharing operational knowledge, and encouraging automation and ownership. The goal is to build independent and reliable engineers.",2026-06-16 12:45:40.229,{Mentorship},Technical,gfg,
546,How do you stay updated with Linux and infrastructure changes?,Technical,Intermediate,"I stay updated by reading release notes, following upstream communities, and continuously experimenting in lab or non-production environments. Hands-on learning is critical to staying relevant.",2026-06-16 12:45:40.229,"{""Continuous Learning""}",Technical,gfg,
547,Explain how you would decompose a large monolithic e-commerce application into microservices. What role does Domain-Driven Design (DDD) and bounded context play?,Technical,Advanced,"Decomposition should be based on business capabilities, not just technical layers. Steps: Identify Bounded Contexts : E.g., Product, Cart, Order, Payment, User services. Use DDD principles : Design Ubiquitous Language for each domain. Map aggregates, entities, value objects. Benefits: Avoid shared models across services. Better encapsulation and ownership.",2026-06-16 12:45:40.229,"{""Microservices Architecture"",""Domain-Driven Design (DDD)""}",Technical,gfg,
551,What is HATEOAS in REST APIs? When should it be used? Provide an example using Spring HATEOAS library.,Java,Intermediate,"HATEOAS (Hypermedia As The Engine Of Application State) is a REST principle where API responses include links to related actions or resources, allowing clients to navigate the API dynamically. When to Use: When building hypermedia-driven clients that should discover actions dynamically without hardcoded URLs. Spring HATEOAS Example: EntityModel<Product> product = EntityModel.of(p); product.add(linkTo(methodOn(ProductController.class).getById(p.getId())).withSelfRel());",2026-06-16 12:45:40.229,{Spring},Technical,gfg,
552,What problems arise from hardcoded configuration in microservices? Explain how Spring Cloud Config solves these and how to secure it.,Java,Intermediate,"Spring Cloud Config is a centralized configuration management tool for microservices that externalizes application settings from the code. It enables dynamic updates, environment consistency, and secure storage of sensitive data. Problems with Hardcoded Config: Risk of sensitive data leaks (e.g., passwords, API keys). Inconsistent configuration across environments. Requires redeployment for config changes. Spring Cloud Config Solution: Externalizes configuration in a central repository (Git, SVN, etc.). Supports dynamic refresh with Spring Actuator (/refresh). Secures sensitive data with encryption and authentication (e.g., Vault, Git credentials).",2026-06-16 12:45:40.229,"{""Spring Cloud Config""}",Technical,gfg,
553,"How would you build fault-tolerant APIs in Spring Boot? Explain how to handle retries, circuit breakers, and timeouts using Resilience4j.",Java,Advanced,"Fault-Tolerant APIs in Spring Boot is a techniques to make microservices resilient against failures, ensuring continuous operation. Resilience4j provides features like retries, circuit breakers, and timeouts to handle service disruptions gracefully. Implementation with Resilience4j: Retry: Automatically retry failed requests. Circuit Breaker: Opens the circuit after repeated failures to prevent cascading errors. Timeout: Limits execution time to avoid blocking resources. Example: Java @Retry ( name = ""productService"" ) @CircuitBreaker ( name = ""productService"" , fallbackMethod = ""fallbackProduct"" ) @TimeLimiter ( name = ""productService"" ) public Product getProduct ( Long id ) { ... } public Product fallbackProduct ( Long id , Throwable ex ) { return new Product ( id , ""Fallback Product"" ); }",2026-06-16 12:45:40.229,{Resilience4j},Technical,gfg,
561,How does client-side load balancing work using Ribbon or Spring Cloud LoadBalancer? Explain its lifecycle and failure scenarios.,Technical,Intermediate,"Client-side load balancing distributes requests among multiple service instances, improving scalability and fault tolerance. Lifecycle: Client (e.g., Feign or RestTemplate) fetches service instances from Eureka Server. Load balancer (Ribbon or Spring Cloud LoadBalancer) selects an instance using a strategy (e.g., Round Robin). Request is sent to the selected instance. On failure, the client retries other instances based on configured rules. Benefits: Reduces bottlenecks. Provides automatic failover. Improves overall service reliability.",2026-06-16 12:45:40.229,{Java},Technical,gfg,
562,How do you implement a retry mechanism in a microservice API using Resilience4j? What configuration options are available?,Technical,Intermediate,"Retry mechanisms help microservices handle transient failures by automatically re-attempting failed requests, improving system resilience and reliability. Resilience4j provides lightweight and configurable retry support. Implementation in Spring Boot: Java @Retry ( name = ""orderRetry"" , fallbackMethod = ""fallbackOrder"" ) public Order getOrder ( String id ) { return restTemplate . getForObject ( ""/orders/"" + id , Order . class ); } public Order fallbackOrder ( String id , Throwable e ) { return new Order ( id , ""Default"" ); } Configuration Options (application.yml): Java resilience4j . retry : instances : orderRetry : maxAttempts : 3 # Number of retry attempts waitDuration : 2 s # Wait time between retries retryExceptions : # Exceptions to retry on - java . io . IOException ignoreExceptions : # Exceptions to skip retry - java . lang . IllegalArgumentException",2026-06-16 12:45:40.229,"{""Spring Boot"",Resilience4j}",Technical,gfg,
